revdisp;sali;sali0;sali1;irpp
72015.5;83131;82730.9236948;401.606425703;-11115.5
72308.8984375;83533;83132.5301205;401.606425703;-11224.0996094
72602.296875;83935;83534.1365462;401.606425703;-11332.7001953
72895.296875;84336;83935.7429719;401.606425703;-11440.7001953
73188.703125;84738;84337.3493976;401.606425703;-11549.2998047
73481.3984375;85139;84738.9558233;401.606425703;-11657.5996094
73774.796875;85541;85140.562249;401.606425703;-11766.2001953
74068.203125;85943;85542.1686747;401.606425703;-11874.7998047
74360.8984375;86344;85943.7751004;401.606425703;-11983.0996094
74654.296875;86746;86345.3815261;401.606425703;-12091.7001953
74947.296875;87147;86746.9879518;401.606425703;-12199.7001953
75240.703125;87549;87148.5943775;401.606425703;-12308.2998047
75534.109375;87951;87550.2008032;401.606425703;-12416.9023438
75826.796875;88352;87951.8072289;401.606425703;-12525.2001953
76120.203125;88754;88353.4136546;401.606425703;-12633.7998047
76413.8984375;89156;88755.0200803;401.606425703;-12742.0996094
76706.59375;89557;89156.626506;401.606425703;-12850.3974609
77000.0;89959;89558.2329317;401.606425703;-12959.0
77292.703125;90360;89959.8393574;401.606425703;-13067.2998047
77586.1015625;90762;90361.4457831;401.606425703;-13175.9003906
77879.5;91164;90763.0522088;401.606425703;-13284.5
78172.203125;91565;91164.6586345;401.606425703;-13392.8027344
78465.90625;91967;91566.2650602;401.606425703;-13501.1025391
78758.6015625;92368;91967.8714859;401.606425703;-13609.4003906
79052.0;92770;92369.4779116;401.606425703;-13718.0
79345.3984375;93172;92771.0843373;401.606425703;-13826.5996094
79638.1015625;93573;93172.6907631;401.606425703;-13934.9003906
79931.5;93975;93574.2971888;401.606425703;-14043.5
80224.5078125;94376;93975.9036145;401.606425703;-14151.5019531
80517.8984375;94778;94377.5100402;401.606425703;-14260.0996094
80811.296875;95180;94779.1164659;401.606425703;-14368.7001953
81104.0;95581;95180.7228916;401.606425703;-14477.0
81397.40625;95983;95582.3293173;401.606425703;-14585.6025391
