revdisp;sali;sali0;sali1;irpp
41377.6054688;48995;48594.37751;401.606425703;-7470.07421875
41669.6289062;49396;48995.9839357;401.606425703;-7578.08496094
41962.3476562;49798;49397.5903614;401.606425703;-7686.39306641
42255.0703125;50200;49799.1967871;401.606425703;-7794.70117188
42547.09375;50601;50200.8032129;401.606425703;-7902.71191406
42839.8125;51003;50602.4096386;401.606425703;-8011.02001953
43132.5351562;51405;51004.0160643;401.606425703;-8119.32910156
43424.5546875;51806;51405.62249;401.606425703;-8227.33789062
43717.2773438;52208;51807.2289157;401.606425703;-8335.6484375
44009.296875;52609;52208.8353414;401.606425703;-8443.65625
44302.0195312;53011;52610.4417671;401.606425703;-8551.96582031
44595.0390625;53413;53012.0481928;401.606425703;-8659.97363281
44887.0625;53814;53413.6546185;401.606425703;-8767.984375
45179.7851562;54216;53815.2610442;401.606425703;-8876.29394531
45471.8046875;54617;54216.8674699;401.606425703;-8984.30273438
45764.5234375;55019;54618.4738956;401.606425703;-9092.61035156
46057.2460938;55421;55020.0803213;401.606425703;-9200.92089844
46349.2695312;55822;55421.686747;401.606425703;-9308.9296875
46641.984375;56224;55823.2931727;401.606425703;-9417.23730469
46934.0078125;56625;56224.8995984;401.606425703;-9525.24804688
47226.734375;57027;56626.5060241;401.606425703;-9633.55664062
47519.453125;57429;57028.1124498;401.606425703;-9741.86621094
47811.4765625;57830;57429.7188755;401.606425703;-9849.87597656
48104.1953125;58232;57831.3253012;401.606425703;-9958.18359375
48396.21875;58633;58232.9317269;401.606425703;-10066.1943359
48688.9375;59035;58634.5381526;401.606425703;-10174.5019531
48981.6601562;59437;59036.1445783;401.606425703;-10282.8125
49273.6835938;59838;59437.751004;401.606425703;-10390.8212891
49566.703125;60240;59839.3574297;401.606425703;-10498.8310547
49858.7226562;60641;60240.9638554;401.606425703;-10606.8388672
50151.4453125;61043;60642.5702811;401.606425703;-10715.1484375
50444.1640625;61445;61044.1767068;401.606425703;-10823.4570312
50736.1875;61846;61445.7831325;401.606425703;-10931.4658203
51028.9101562;62248;61847.3895582;401.606425703;-11039.7763672
51320.9296875;62649;62248.9959839;401.606425703;-11147.7832031
51613.65625;63051;62650.6024096;401.606425703;-11256.0957031
51906.3671875;63453;63052.2088353;401.606425703;-11364.4013672
52198.390625;63854;63453.815261;401.606425703;-11472.4121094
52491.1171875;64256;63855.4216867;401.606425703;-11580.7207031
52783.8359375;64658;64257.0281124;401.606425703;-11689.0302734
53075.8554688;65059;64658.6345382;401.606425703;-11797.0390625
53368.578125;65461;65060.2409639;401.606425703;-11905.3496094
53660.6015625;65862;65461.8473896;401.606425703;-12013.3583984
53953.6171875;66264;65863.4538153;401.606425703;-12121.3652344
54246.3398438;66666;66265.060241;401.606425703;-12229.6748047
54538.3632812;67067;66666.6666667;401.606425703;-12337.6845703
54831.0859375;67469;67068.2730924;401.606425703;-12445.9941406
55123.1054688;67870;67469.8795181;401.606425703;-12554.0029297
55415.8359375;68272;67871.4859438;401.606425703;-12662.3144531
55708.546875;68674;68273.0923695;401.606425703;-12770.6191406
56000.5664062;69075;68674.6987952;401.606425703;-12878.6289062
56293.2929688;69477;69076.3052209;401.606425703;-12986.9404297
56585.3164062;69878;69477.9116466;401.606425703;-13094.9501953
56878.0390625;70280;69879.5180723;401.606425703;-13203.2597656
57170.7539062;70682;70281.124498;401.606425703;-13311.5664062
57462.78125;71083;70682.7309237;401.606425703;-13419.578125
57755.5;71485;71084.3373494;401.606425703;-13527.8847656
58047.5234375;71886;71485.9437751;401.606425703;-13635.8964844
58340.234375;72288;71887.5502008;401.606425703;-13744.2011719
58633.265625;72690;72289.1566265;401.606425703;-13852.2128906
58925.2851562;73091;72690.7630522;401.606425703;-13960.2226562
59218.0;73493;73092.3694779;401.606425703;-14068.5292969
59510.03125;73894;73493.9759036;401.606425703;-14176.5410156
59802.7460938;74296;73895.5823293;401.606425703;-14284.8486328
60095.46875;74698;74297.188755;401.606425703;-14393.1582031
60387.4882812;75099;74698.7951807;401.606425703;-14501.1669922
60680.2109375;75501;75100.4016064;401.606425703;-14609.4765625
60972.9296875;75903;75502.0080321;401.606425703;-14717.7832031
61264.953125;76304;75903.6144578;401.606425703;-14825.7949219
61557.6757812;76706;76305.2208835;401.606425703;-14934.1044922
61849.6992188;77107;76706.8273092;401.606425703;-15042.1142578
62142.4140625;77509;77108.4337349;401.606425703;-15150.4208984
62435.1367188;77911;77510.0401606;401.606425703;-15258.7304688
62727.1640625;78312;77911.6465863;401.606425703;-15366.7421875
63020.1796875;78714;78313.253012;401.606425703;-15474.7490234
63312.2070312;79115;78714.8594378;401.606425703;-15582.7607422
63604.921875;79517;79116.4658635;401.606425703;-15691.0683594
63897.6484375;79919;79518.0722892;401.606425703;-15799.3769531
64153.3359375;80320;79919.6787149;401.606425703;-15943.71875
64406.34375;80722;80321.2851406;401.606425703;-16091.7412109
64658.7578125;81123;80722.8915663;401.606425703;-16239.3505859
64911.765625;81525;81124.497992;401.606425703;-16387.3730469
65164.7734375;81927;81526.1044177;401.606425703;-16535.3964844
65417.1953125;82328;81927.7108434;401.606425703;-16683.0097656
65670.203125;82730;82329.3172691;401.606425703;-16831.03125
65922.625;83131;82730.9236948;401.606425703;-16978.6445312
66175.625;83533;83132.5301205;401.606425703;-17126.6679688
66428.640625;83935;83534.1365462;401.606425703;-17274.6914062
66681.0546875;84336;83935.7429719;401.606425703;-17422.3027344
66934.0625;84738;84337.3493976;401.606425703;-17570.3222656
67186.4765625;85139;84738.9558233;401.606425703;-17717.9355469
67439.8984375;85541;85140.562249;401.606425703;-17865.5527344
67692.90625;85943;85542.1686747;401.606425703;-18013.5722656
67945.328125;86344;85943.7751004;401.606425703;-18161.1835938
68198.328125;86746;86345.3815261;401.606425703;-18309.2070312
68450.75;87147;86746.9879518;401.606425703;-18456.8203125
68703.7578125;87549;87148.5943775;401.606425703;-18604.8417969
68956.765625;87951;87550.2008032;401.606425703;-18752.8652344
69209.1796875;88352;87951.8072289;401.606425703;-18900.4746094
